220724,7484
157401,7484
53243,7484
4522,7484
147846,1953
114757,1953
183473,1953
199874,1953
110895,1953
135075,1953
129573,1953
184772,1953
174452,6774
163938,6774
85908,6774
153628,6774
224027,6774
188970,6774
74021,6774
61053,6774
222245,6774
224412,5043
91487,3391
37615,522
100708,522
66663,522
93425,522
62278,522
41780,522
8037,522
7526,522
78095,522
215356,522
96348,522
73531,522
69370,522
115573,522
73755,522
16323,522
149419,522
7153,522
62231,522
71827,192
167039,4326
160059,4326
143272,4326
36273,4326
161769,4326
108644,4326
141497,4326
154548,4326
90174,4326
206044,4326
154165,4326
60852,4326
228648,4326
51547,4326
84254,4326
119735,3001
164485,3001
165803,3001
7973,3001
195829,3001
63560,3001
4386,3001
93494,3001
124997,3001
161314,3001
73700,3001
206758,3001
21980,3001
196845,3001
134168,3001
216191,3001
118257,3001
181267,2147
201384,2147
215053,6101
51703,6101
48832,6101
88480,6101
221097,6101
78824,6101
135887,6101
65718,6101
121529,6101
173386,6101
136635,6101
10005,6101
31598,6101
75463,6101
22144,6101
140744,6101
76727,6101
212437,6101
130986,6101
199039,6101
195360,6101
88924,6101
94220,6101
111301,6101
228198,6101
24178,6101
67564,6101
123889,6101
124284,6101
177505,6101
13501,6101
166272,6101
128388,6101
164727,3141
132375,3141
53169,6725
173469,6725
165183,6725
85192,4562
144179,4562
192170,4562
124284,4562
24178,4562
13636,4562
34513,4562
199039,4562
128388,4562
88480,4562
76727,4562
176025,4562
138751,4562
177505,4562
123153,4562
17315,4562
40394,4562
87186,4562
65718,4562
195360,4562
140744,4562
136100,4562
75463,4562
178206,4562
142632,4562
78419,4562
42906,4562
111301,4562
228198,4562
88924,4562
136635,4562
221097,4562
85423,1087
101877,1087
195146,1087
40418,1087
130741,1087
67764,1087
4126,1087
182060,1087
139871,1087
192259,1087
139988,1087
53009,1087
60116,1087
89976,1087
81819,1087
54161,1087
121330,1087
115562,1087
137652,1087
154582,374
138085,734
70999,3678
208995,3678
117922,3678
28116,3678
54209,3678
140713,6397
210091,6397
218041,6397
185510,6397
189161,6397
36753,6397
33584,6397
57067,6397
198982,6397
34632,6397
339,6397
218023,6397
23312,6397
1101,6397
135077,6397
22623,6397
62873,4896
119429,4896
120348,4896
231026,4896
150438,4896
204620,4896
53137,4896
139629,4896
201506,7184
142208,7184
18342,7184
215739,7184
23301,7184
91470,7184
78160,7184
11948,7184
64271,7184
196530,7184
87351,7184
163647,7184
110466,7184
28554,7184
135407,7184
135930,7184
125250,7184
132567,7184
19809,7184
119923,7184
198743,7184
123928,7184
184321,7184
187898,7184
66915,7184
68449,7184
63891,7184
226303,7184
37386,7184
57169,7184
26761,7184
22911,7184
172415,7184
227296,7184
205517,7184
136774,7184
85782,55
63891,55
78520,55
27814,55
59569,55
159235,55
69732,55
86460,55
82115,55
77101,55
40565,55
22911,55
230012,4741
221683,4741
77307,4741
191554,4741
136583,4741
23716,4741
160571,4741
31973,4741
105103,4741
92188,4741
92314,4741
82536,4741
214861,4741
136498,4741
44367,4741
131827,1391
133320,1391
90399,1391
210972,1391
129485,1391
134172,1391
103556,1391
132815,1391
10902,1391
16168,1391
162245,1391
152674,1391
16694,1391
141934,1391
215156,1391
208240,1391
66052,3122
85471,3122
157645,3122
23429,3122
93732,3122
141934,3122
57545,3122
123507,3122
32982,3122
27006,3122
166413,1904
64644,1904
53859,1904
203608,1904
190222,7557
185997,7557
129560,7557
95721,7557
114431,7557
77240,7557
207090,7557
220982,7557
196001,7557
89910,7557
102486,7193
8867,7193
60378,7193
110816,7193
169771,7193
63295,7193
25687,7193
131464,7193
120523,7193
193963,7193
185965,7193
26397,7193
40056,7193
112407,7193
228976,7193
1168,7193
94061,7193
205291,7193
58404,7193
93140,7193
158103,7193
