220724,7484,1.86646724456445
157401,7484,0.799727156458718
53243,7484,1.82086400454739
4522,7484,1.76941310217422
147846,1953,1.01210902513792
114757,1953,1.00154145149311
183473,1953,1.680701496707
199874,1953,1.67994288452817
110895,1953,1.9297693198156
135075,1953,0.621080787654457
129573,1953,1.48419141556881
184772,1953,7.84763327385067
174452,6774,1.00299680293183
163938,6774,0.506444039565105
85908,6774,1.1352116516533
153628,6774,3.14165340806423
224027,6774,0.947702070559901
188970,6774,1.03357671756796
74021,6774,1.19846872111402
61053,6774,0.66812918999561
222245,6774,3.76187615258515
224412,5043,5.16305469481877
91487,3391,0.779166776425901
71827,192,0.903961218836565
181267,2147,1.49536823793315
201384,2147,1.27491015572141
164727,3141,3.99152211223399
132375,3141,1.0084898293874
53169,6725,1.18776987185783
173469,6725,0.618564935502919
165183,6725,1.13166847518037
154582,374,1.53125703167397
138085,734,2.28831686587522
70999,3678,1.5719316773375
208995,3678,0.989929081134995
117922,3678,1.16790462989447
28116,3678,0.710477950613481
54209,3678,0.618000337359647
230012,4741,1.4517096607288
221683,4741,4.56333505802351
77307,4741,0.725904353610762
191554,4741,4.97035996747727
136583,4741,11.344321827186
23716,4741,0.891852317244438
160571,4741,1.10073767462488
31973,4741,0.960974203562717
105103,4741,1.1944674403134
92188,4741,1.14205632345332
92314,4741,1.57797176435805
82536,4741,1.00265947224481
214861,4741,1.01255525168157
136498,4741,1.43296178579348
44367,4741,1.26614827407791
66052,3122,1.0303790731181
85471,3122,1.73758443540289
157645,3122,1.06158352893725
23429,3122,1.00393564093981
93732,3122,1.0176552894141
141934,3122,1.06933769102135
57545,3122,5.27389053249312
123507,3122,1.57514898123103
32982,3122,1.89577585627391
27006,3122,1.20241765750707
166413,1904,1.07213867301971
64644,1904,1.89902153974826
53859,1904,0.863109815016046
203608,1904,1.07312632069165
190222,7557,1.98792937417744
185997,7557,1.51427126410262
129560,7557,8.64339741691421
95721,7557,1.22830646165361
114431,7557,1.70836706801263
77240,7557,1.11516052314486
207090,7557,0.832247141139802
220982,7557,0.7606091023492
196001,7557,2.65649010679972
89910,7557,4.92493421297902
179913,3923,2.02948959981433
164235,7267,0.847043200161223
5278,7267,1.11646274381821
32982,7267,0.988888830402013
15679,7267,1.88896049353565
37353,7267,1.01960622123229
24298,7267,0.983525750977754
156979,7267,1.02029126965566
44905,7267,1.93962249395225
131827,7267,9.13575689579067
77453,5308,1.22010873146851
65975,5308,2.37454570932473
63379,5308,1.55927058208171
44727,5308,2.65691454860902
87432,5308,0.906371203434122
161314,5308,1.00255769378849
150476,5308,1.0040658104948
63536,5308,10.9575465840879
227599,5308,0.627539570720892
39100,5308,1.61750997028857
131434,5308,1.65001911159856
186507,6465,1.03559432167568
20725,6465,0.956107425952843
201240,4694,6.20228120755186
193574,4694,0.904934450475419
215526,4694,0.801940677878308
202264,4694,0.501329394206974
43724,4694,31.2086426772409
121215,4694,1.93568206180114
1442,4694,2.1062759716339
3630,4694,0.595073166956434
127545,4694,0.632123746094543
10616,5202,0.725448666532986
37387,5202,2.53080245480354
215386,5202,1.3101649815837
224871,5202,1.42720547106688
188555,5202,1.00284357751206
112705,2490,0.514049549083629
92304,2490,1.34567648857784
170503,2490,0.541030417002964
50859,2490,0.578194265832568
207620,2490,0.587974911897628
72952,2490,0.95455082246527
190692,2490,1.56274183867024
214886,2490,1.0331787791988
6855,5556,2.43259558469359
127172,5556,1.9071616776179
135758,5556,1.45901625591691
20720,5556,1.15803116958292
135247,5556,1.51280416489273
215854,5556,1.13566521465878
230940,5556,1.35227654842974
597,5556,1.0635080426696
84691,3606,1.18566285373624
6726,3606,1.73999385211543
61931,462,1.37730786449784
90906,462,0.906611699746307
188146,462,1.38462020593941
139661,462,1.01380465602149
28395,4905,2.26831073602137
60378,6839,1.56088089219089
206326,6839,2.58361038179853
187053,6839,0.958314028000184
112407,6839,1.80713904446052
25687,6839,1.00560735255467
